trial_id,qid,task,model,choice,confidence,correct
6599,GABOR-0327,Gabor,ovis2_34b,A,3,1
6600,GABOR-0328,Gabor,ovis2_34b,A,4,0
6601,GABOR-0329,Gabor,ovis2_34b,A,4,0
6602,GABOR-0330,Gabor,ovis2_34b,A,4,1
6603,GABOR-0331,Gabor,ovis2_34b,A,4,1
6604,GABOR-0332,Gabor,ovis2_34b,A,4,0
6605,GABOR-0333,Gabor,ovis2_34b,A,4,0
6606,GABOR-0334,Gabor,ovis2_34b,A,4,0
6607,GABOR-0335,Gabor,ovis2_34b,A,4,0
6608,GABOR-0336,Gabor,ovis2_34b,A,4,0
6609,GABOR-0337,Gabor,ovis2_34b,A,4,1
6610,GABOR-0338,Gabor,ovis2_34b,A,3,1
6611,GABOR-0339,Gabor,ovis2_34b,A,3,1
6612,GABOR-0340,Gabor,ovis2_34b,A,4,1
6613,GABOR-0341,Gabor,ovis2_34b,A,4,0
6614,GABOR-0342,Gabor,ovis2_34b,A,4,0
6615,GABOR-0343,Gabor,ovis2_34b,A,4,0
6616,GABOR-0344,Gabor,ovis2_34b,A,4,1
6617,GABOR-0345,Gabor,ovis2_34b,A,4,0
6618,GABOR-0346,Gabor,ovis2_34b,A,4,0
6619,GABOR-0347,Gabor,ovis2_34b,A,4,1
6620,GABOR-0348,Gabor,ovis2_34b,A,4,0
6621,GABOR-0349,Gabor,ovis2_34b,A,4,0
6622,GABOR-0350,Gabor,ovis2_34b,A,4,0
6623,GABOR-0351,Gabor,ovis2_34b,A,4,0
6624,GABOR-0352,Gabor,ovis2_34b,A,4,1
6625,GABOR-0353,Gabor,ovis2_34b,A,3,1
6626,GABOR-0354,Gabor,ovis2_34b,A,3,1
6627,GABOR-0355,Gabor,ovis2_34b,A,3,1
6628,GABOR-0356,Gabor,ovis2_34b,A,3,0
6629,GABOR-0357,Gabor,ovis2_34b,A,4,1
6630,GABOR-0358,Gabor,ovis2_34b,A,3,1
6631,GABOR-0359,Gabor,ovis2_34b,A,4,0
6632,GABOR-0360,Gabor,ovis2_34b,A,4,1
6633,GABOR-0361,Gabor,ovis2_34b,A,4,1
6634,GABOR-0362,Gabor,ovis2_34b,A,4,1
6635,GABOR-0363,Gabor,ovis2_34b,A,4,0
6636,GABOR-0364,Gabor,ovis2_34b,A,4,0
6637,GABOR-0365,Gabor,ovis2_34b,A,4,0
6638,GABOR-0366,Gabor,ovis2_34b,A,4,0
6639,GABOR-0367,Gabor,ovis2_34b,A,4,0
6640,GABOR-0368,Gabor,ovis2_34b,A,4,0
6641,GABOR-0369,Gabor,ovis2_34b,A,4,1
6642,GABOR-0370,Gabor,ovis2_34b,A,4,1
6643,GABOR-0371,Gabor,ovis2_34b,A,4,1
6644,GABOR-0372,Gabor,ovis2_34b,A,4,0
6645,GABOR-0373,Gabor,ovis2_34b,A,4,1
6646,GABOR-0374,Gabor,ovis2_34b,A,4,0
6647,GABOR-0375,Gabor,ovis2_34b,A,4,1
6648,GABOR-0376,Gabor,ovis2_34b,A,4,1
6649,GABOR-0377,Gabor,ovis2_34b,A,4,1
6650,GABOR-0378,Gabor,ovis2_34b,A,3,1
6651,GABOR-0379,Gabor,ovis2_34b,A,4,0
6652,GABOR-0380,Gabor,ovis2_34b,A,4,1
6653,GABOR-0381,Gabor,ovis2_34b,A,4,1
6654,GABOR-0382,Gabor,ovis2_34b,A,4,1
6655,GABOR-0383,Gabor,ovis2_34b,A,4,1
6656,GABOR-0384,Gabor,ovis2_34b,A,4,1
6657,GABOR-0385,Gabor,ovis2_34b,A,3,0
6658,GABOR-0386,Gabor,ovis2_34b,A,3,1
6659,GABOR-0387,Gabor,ovis2_34b,A,3,0
6660,GABOR-0388,Gabor,ovis2_34b,A,3,0
6661,GABOR-0389,Gabor,ovis2_34b,A,4,0
6662,GABOR-0390,Gabor,ovis2_34b,A,3,0
6663,GABOR-0391,Gabor,ovis2_34b,A,3,0
6664,GABOR-0392,Gabor,ovis2_34b,A,3,1
6665,GABOR-0393,Gabor,ovis2_34b,A,4,0
6666,GABOR-0394,Gabor,ovis2_34b,A,3,1
6667,GABOR-0395,Gabor,ovis2_34b,B,3,0
6668,GABOR-0396,Gabor,ovis2_34b,A,3,0
6669,GABOR-0397,Gabor,ovis2_34b,A,4,1
6670,GABOR-0398,Gabor,ovis2_34b,A,3,0
6671,GABOR-0399,Gabor,ovis2_34b,A,3,1
6672,GABOR-0400,Gabor,ovis2_34b,A,3,1
6673,GABOR-0401,Gabor,ovis2_34b,B,3,0
6674,GABOR-0402,Gabor,ovis2_34b,A,3,1
6675,GABOR-0403,Gabor,ovis2_34b,A,3,0
6676,GABOR-0404,Gabor,ovis2_34b,A,3,1
6677,GABOR-0405,Gabor,ovis2_34b,A,4,0
6678,GABOR-0406,Gabor,ovis2_34b,A,3,0
6679,GABOR-0407,Gabor,ovis2_34b,B,3,0
6680,GABOR-0408,Gabor,ovis2_34b,A,3,0
6681,GABOR-0409,Gabor,ovis2_34b,A,3,0
6682,GABOR-0410,Gabor,ovis2_34b,A,3,1
6683,GABOR-0411,Gabor,ovis2_34b,A,3,0
6684,GABOR-0412,Gabor,ovis2_34b,A,3,0
6685,GABOR-0413,Gabor,ovis2_34b,A,4,0
6686,GABOR-0414,Gabor,ovis2_34b,A,3,0
6687,GABOR-0415,Gabor,ovis2_34b,A,3,1
6688,GABOR-0416,Gabor,ovis2_34b,B,3,0
6689,GABOR-0417,Gabor,ovis2_34b,B,3,0
6690,GABOR-0418,Gabor,ovis2_34b,B,3,0
6691,GABOR-0419,Gabor,ovis2_34b,A,3,1
6692,GABOR-0420,Gabor,ovis2_34b,A,3,0
6693,GABOR-0421,Gabor,ovis2_34b,A,3,1
6694,GABOR-0422,Gabor,ovis2_34b,A,3,0
6695,GABOR-0423,Gabor,ovis2_34b,A,3,0
6696,GABOR-0424,Gabor,ovis2_34b,A,4,0
6697,GABOR-0425,Gabor,ovis2_34b,A,4,1
6698,GABOR-0426,Gabor,ovis2_34b,A,4,1
6699,GABOR-0427,Gabor,ovis2_34b,A,4,0
6700,GABOR-0428,Gabor,ovis2_34b,A,4,1
6701,GABOR-0429,Gabor,ovis2_34b,A,4,1
6702,GABOR-0430,Gabor,ovis2_34b,A,4,0
6703,GABOR-0431,Gabor,ovis2_34b,A,4,1
6704,GABOR-0432,Gabor,ovis2_34b,B,4,0
6705,GABOR-0433,Gabor,ovis2_34b,A,4,0
6706,GABOR-0434,Gabor,ovis2_34b,A,3,1
6707,GABOR-0435,Gabor,ovis2_34b,A,3,0
6708,GABOR-0436,Gabor,ovis2_34b,A,4,1
6709,GABOR-0437,Gabor,ovis2_34b,A,4,0
6710,GABOR-0438,Gabor,ovis2_34b,B,3,0
6711,GABOR-0439,Gabor,ovis2_34b,A,4,0
6712,GABOR-0440,Gabor,ovis2_34b,A,4,0
6713,GABOR-0441,Gabor,ovis2_34b,A,4,0
6714,GABOR-0442,Gabor,ovis2_34b,A,4,0
6715,GABOR-0443,Gabor,ovis2_34b,B,3,0
6716,GABOR-0444,Gabor,ovis2_34b,A,3,0
6717,GABOR-0445,Gabor,ovis2_34b,A,3,1
6718,GABOR-0446,Gabor,ovis2_34b,A,3,1
6719,GABOR-0447,Gabor,ovis2_34b,A,3,1
6720,GABOR-0448,Gabor,ovis2_34b,A,3,0
6721,GABOR-0449,Gabor,ovis2_34b,A,3,0
6722,GABOR-0450,Gabor,ovis2_34b,B,3,0
6723,GABOR-0451,Gabor,ovis2_34b,A,3,1
6724,GABOR-0452,Gabor,ovis2_34b,A,3,0
6725,GABOR-0453,Gabor,ovis2_34b,A,4,0
6726,GABOR-0454,Gabor,ovis2_34b,A,4,1
6727,GABOR-0455,Gabor,ovis2_34b,A,4,1
6728,GABOR-0456,Gabor,ovis2_34b,A,3,1
6729,GABOR-0457,Gabor,ovis2_34b,A,4,0
6730,GABOR-0458,Gabor,ovis2_34b,A,4,1
6731,GABOR-0459,Gabor,ovis2_34b,A,4,1
6732,GABOR-0460,Gabor,ovis2_34b,A,4,1
6733,GABOR-0461,Gabor,ovis2_34b,A,4,1
6734,GABOR-0462,Gabor,ovis2_34b,A,4,1
6735,GABOR-0463,Gabor,ovis2_34b,A,4,0
6736,GABOR-0464,Gabor,ovis2_34b,A,4,0
6737,GABOR-0465,Gabor,ovis2_34b,A,4,1
6738,GABOR-0466,Gabor,ovis2_34b,A,3,0
6739,GABOR-0467,Gabor,ovis2_34b,A,4,1
6740,GABOR-0468,Gabor,ovis2_34b,A,4,1
6741,GABOR-0469,Gabor,ovis2_34b,A,4,0
6742,GABOR-0470,Gabor,ovis2_34b,A,4,1
6743,GABOR-0471,Gabor,ovis2_34b,A,4,0
6744,GABOR-0472,Gabor,ovis2_34b,A,4,1
6745,GABOR-0473,Gabor,ovis2_34b,A,4,0
6746,GABOR-0474,Gabor,ovis2_34b,A,3,1
6747,GABOR-0475,Gabor,ovis2_34b,A,4,0
6748,GABOR-0476,Gabor,ovis2_34b,A,3,1
6749,GABOR-0477,Gabor,ovis2_34b,A,4,0
6750,GABOR-0478,Gabor,ovis2_34b,A,3,1
6751,GABOR-0479,Gabor,ovis2_34b,A,4,0
6752,GABOR-0480,Gabor,ovis2_34b,A,4,1
6753,GABOR-0481,Gabor,ovis2_34b,A,3,0
6754,GABOR-0482,Gabor,ovis2_34b,A,3,0
6755,GABOR-0483,Gabor,ovis2_34b,B,3,0
6756,GABOR-0484,Gabor,ovis2_34b,A,3,1
6757,GABOR-0485,Gabor,ovis2_34b,A,4,1
6758,GABOR-0486,Gabor,ovis2_34b,A,4,1
6759,GABOR-0487,Gabor,ovis2_34b,A,4,1
6760,GABOR-0488,Gabor,ovis2_34b,A,4,1
6761,GABOR-0489,Gabor,ovis2_34b,A,4,0
6762,GABOR-0490,Gabor,ovis2_34b,A,4,0
6763,GABOR-0491,Gabor,ovis2_34b,A,4,1
6764,GABOR-0492,Gabor,ovis2_34b,A,4,1
6765,GABOR-0493,Gabor,ovis2_34b,A,4,0
6766,GABOR-0494,Gabor,ovis2_34b,A,4,0
6767,GABOR-0495,Gabor,ovis2_34b,A,4,0
6768,GABOR-0496,Gabor,ovis2_34b,A,4,0
6769,GABOR-0497,Gabor,ovis2_34b,A,4,1
6770,GABOR-0498,Gabor,ovis2_34b,A,4,1
6771,GABOR-0499,Gabor,ovis2_34b,A,3,1
6772,GABOR-0500,Gabor,ovis2_34b,A,4,1
6773,GABOR-0501,Gabor,ovis2_34b,A,4,1
6774,GABOR-0502,Gabor,ovis2_34b,A,4,1
6775,GABOR-0503,Gabor,ovis2_34b,A,4,0
6776,GABOR-0504,Gabor,ovis2_34b,A,4,1
6777,GABOR-0505,Gabor,ovis2_34b,A,4,1
6778,GABOR-0506,Gabor,ovis2_34b,A,4,1
6779,GABOR-0507,Gabor,ovis2_34b,A,4,0
6780,GABOR-0508,Gabor,ovis2_34b,A,4,0
6781,GABOR-0509,Gabor,ovis2_34b,A,4,0
6782,GABOR-0510,Gabor,ovis2_34b,A,4,0
6783,GABOR-0511,Gabor,ovis2_34b,A,4,1
6784,GABOR-0512,Gabor,ovis2_34b,A,4,1
6785,GABOR-0513,Gabor,ovis2_34b,B,3,0
6786,GABOR-0514,Gabor,ovis2_34b,B,3,0
6787,GABOR-0515,Gabor,ovis2_34b,B,3,0
6788,GABOR-0516,Gabor,ovis2_34b,A,3,0
6789,GABOR-0517,Gabor,ovis2_34b,A,4,0
6790,GABOR-0518,Gabor,ovis2_34b,B,3,0
6791,GABOR-0519,Gabor,ovis2_34b,B,3,0
6792,GABOR-0520,Gabor,ovis2_34b,A,4,0
6793,GABOR-0521,Gabor,ovis2_34b,B,3,0
6794,GABOR-0522,Gabor,ovis2_34b,A,3,1
6795,GABOR-0523,Gabor,ovis2_34b,B,3,0
6796,GABOR-0524,Gabor,ovis2_34b,B,3,0
6797,GABOR-0525,Gabor,ovis2_34b,A,3,0
6798,GABOR-0526,Gabor,ovis2_34b,A,3,1
6799,GABOR-0527,Gabor,ovis2_34b,A,3,0
6800,GABOR-0528,Gabor,ovis2_34b,A,3,1
6801,GABOR-0529,Gabor,ovis2_34b,A,3,0
6802,GABOR-0530,Gabor,ovis2_34b,B,3,0
6803,GABOR-0531,Gabor,ovis2_34b,B,3,0
6804,GABOR-0532,Gabor,ovis2_34b,A,3,0
6805,GABOR-0533,Gabor,ovis2_34b,B,3,0
6806,GABOR-0534,Gabor,ovis2_34b,A,4,0
6807,GABOR-0535,Gabor,ovis2_34b,A,4,0
6808,GABOR-0536,Gabor,ovis2_34b,B,3,0
6809,GABOR-0537,Gabor,ovis2_34b,A,4,0
6810,GABOR-0538,Gabor,ovis2_34b,A,3,0
6811,GABOR-0539,Gabor,ovis2_34b,B,3,0
6812,GABOR-0540,Gabor,ovis2_34b,A,3,0
6813,GABOR-0541,Gabor,ovis2_34b,B,3,0
6814,GABOR-0542,Gabor,ovis2_34b,A,3,0
6815,GABOR-0543,Gabor,ovis2_34b,B,3,0
6816,GABOR-0544,Gabor,ovis2_34b,B,3,0
6817,GABOR-0545,Gabor,ovis2_34b,A,3,0
6818,GABOR-0546,Gabor,ovis2_34b,B,3,0
6819,GABOR-0547,Gabor,ovis2_34b,A,3,0
6820,GABOR-0548,Gabor,ovis2_34b,A,3,0
6821,GABOR-0549,Gabor,ovis2_34b,A,4,0
6822,GABOR-0550,Gabor,ovis2_34b,B,3,0
6823,GABOR-0551,Gabor,ovis2_34b,B,3,0
6824,GABOR-0552,Gabor,ovis2_34b,B,3,0
6825,GABOR-0553,Gabor,ovis2_34b,A,4,0
6826,GABOR-0554,Gabor,ovis2_34b,B,3,0
6827,GABOR-0555,Gabor,ovis2_34b,A,4,0
6828,GABOR-0556,Gabor,ovis2_34b,A,4,0
6829,GABOR-0557,Gabor,ovis2_34b,B,4,0
6830,GABOR-0558,Gabor,ovis2_34b,A,4,0
6831,GABOR-0559,Gabor,ovis2_34b,A,3,1
6832,GABOR-0560,Gabor,ovis2_34b,A,4,0
6833,GABOR-0561,Gabor,ovis2_34b,A,4,0
6834,GABOR-0562,Gabor,ovis2_34b,A,3,0
6835,GABOR-0563,Gabor,ovis2_34b,A,4,0
6836,GABOR-0564,Gabor,ovis2_34b,A,3,1
6837,GABOR-0565,Gabor,ovis2_34b,B,3,0
6838,GABOR-0566,Gabor,ovis2_34b,B,3,0
6839,GABOR-0567,Gabor,ovis2_34b,A,4,0
6840,GABOR-0568,Gabor,ovis2_34b,A,4,0
6841,GABOR-0569,Gabor,ovis2_34b,A,3,0
6842,GABOR-0570,Gabor,ovis2_34b,A,3,1
6843,GABOR-0571,Gabor,ovis2_34b,A,4,0
6844,GABOR-0572,Gabor,ovis2_34b,B,3,0
6845,GABOR-0573,Gabor,ovis2_34b,A,4,0
6846,GABOR-0574,Gabor,ovis2_34b,A,4,0
6847,GABOR-0575,Gabor,ovis2_34b,B,3,0
6848,GABOR-0576,Gabor,ovis2_34b,B,3,0
6849,GABOR-0577,Gabor,ovis2_34b,A,4,0
6850,GABOR-0578,Gabor,ovis2_34b,A,3,0
6851,GABOR-0579,Gabor,ovis2_34b,B,3,0
6852,GABOR-0580,Gabor,ovis2_34b,A,3,0
6853,GABOR-0581,Gabor,ovis2_34b,A,3,1
6854,GABOR-0582,Gabor,ovis2_34b,A,3,1
6855,GABOR-0583,Gabor,ovis2_34b,B,3,0
6856,GABOR-0584,Gabor,ovis2_34b,A,4,0
6857,GABOR-0585,Gabor,ovis2_34b,A,4,0
6858,GABOR-0586,Gabor,ovis2_34b,A,4,1
6859,GABOR-0587,Gabor,ovis2_34b,A,4,0
6860,GABOR-0588,Gabor,ovis2_34b,A,4,1
6861,GABOR-0589,Gabor,ovis2_34b,A,4,1
6862,GABOR-0590,Gabor,ovis2_34b,A,4,0
6863,GABOR-0591,Gabor,ovis2_34b,A,4,0
6864,GABOR-0592,Gabor,ovis2_34b,A,4,0
6865,GABOR-0593,Gabor,ovis2_34b,A,4,0
6866,GABOR-0594,Gabor,ovis2_34b,A,4,0
6867,GABOR-0595,Gabor,ovis2_34b,A,4,0
6868,GABOR-0596,Gabor,ovis2_34b,A,4,0
6869,GABOR-0597,Gabor,ovis2_34b,A,4,0
6870,GABOR-0598,Gabor,ovis2_34b,A,4,1
6871,GABOR-0599,Gabor,ovis2_34b,B,4,0
6872,GABOR-0600,Gabor,ovis2_34b,A,4,0
6873,GABOR-0601,Gabor,ovis2_34b,A,4,0
6874,GABOR-0602,Gabor,ovis2_34b,A,3,1
6875,GABOR-0603,Gabor,ovis2_34b,B,3,0
6876,GABOR-0604,Gabor,ovis2_34b,A,4,0
6877,GABOR-0605,Gabor,ovis2_34b,A,3,1
6878,GABOR-0606,Gabor,ovis2_34b,A,4,0
6879,GABOR-0607,Gabor,ovis2_34b,A,4,0
6880,GABOR-0608,Gabor,ovis2_34b,A,3,1
6881,GABOR-0609,Gabor,ovis2_34b,A,3,1
6882,GABOR-0610,Gabor,ovis2_34b,B,3,0
6883,GABOR-0611,Gabor,ovis2_34b,B,3,0
6884,GABOR-0612,Gabor,ovis2_34b,A,4,0
6885,GABOR-0613,Gabor,ovis2_34b,A,4,0
6886,GABOR-0614,Gabor,ovis2_34b,B,3,0
6887,GABOR-0615,Gabor,ovis2_34b,B,4,0
6888,GABOR-0616,Gabor,ovis2_34b,A,4,1
6889,GABOR-0617,Gabor,ovis2_34b,A,4,1
6890,GABOR-0618,Gabor,ovis2_34b,A,3,1
6891,GABOR-0619,Gabor,ovis2_34b,A,4,0
6892,GABOR-0620,Gabor,ovis2_34b,A,4,1
6893,GABOR-0621,Gabor,ovis2_34b,A,4,0
6894,GABOR-0622,Gabor,ovis2_34b,A,4,1
6895,GABOR-0623,Gabor,ovis2_34b,A,4,0
6896,GABOR-0624,Gabor,ovis2_34b,A,4,1
6897,GABOR-0625,Gabor,ovis2_34b,A,4,0
6898,GABOR-0626,Gabor,ovis2_34b,A,4,0
6899,GABOR-0627,Gabor,ovis2_34b,A,4,0
6900,GABOR-0628,Gabor,ovis2_34b,A,4,0
6901,GABOR-0629,Gabor,ovis2_34b,A,3,1
6902,GABOR-0630,Gabor,ovis2_34b,A,4,1
6903,GABOR-0631,Gabor,ovis2_34b,A,4,1
6904,GABOR-0632,Gabor,ovis2_34b,A,4,1
6905,GABOR-0633,Gabor,ovis2_34b,A,4,1
6906,GABOR-0634,Gabor,ovis2_34b,B,4,0
6907,GABOR-0635,Gabor,ovis2_34b,A,4,0
6908,GABOR-0636,Gabor,ovis2_34b,A,4,0
6909,GABOR-0637,Gabor,ovis2_34b,A,4,1
6910,GABOR-0638,Gabor,ovis2_34b,A,4,0
6911,GABOR-0639,Gabor,ovis2_34b,A,4,0
6912,GABOR-0640,Gabor,ovis2_34b,A,4,1
6913,GABOR-0641,Gabor,ovis2_34b,B,3,0
6914,GABOR-0642,Gabor,ovis2_34b,A,3,0
6915,GABOR-0643,Gabor,ovis2_34b,B,3,0
6916,GABOR-0644,Gabor,ovis2_34b,A,3,0
6917,GABOR-0645,Gabor,ovis2_34b,A,3,0
6918,GABOR-0646,Gabor,ovis2_34b,A,3,0
6919,GABOR-0647,Gabor,ovis2_34b,B,3,0
6920,GABOR-0648,Gabor,ovis2_34b,A,3,0
6921,GABOR-0649,Gabor,ovis2_34b,B,3,0
6922,GABOR-0650,Gabor,ovis2_34b,A,3,0
6923,GABOR-0651,Gabor,ovis2_34b,B,3,0
6924,GABOR-0652,Gabor,ovis2_34b,A,3,0
6925,GABOR-0653,Gabor,ovis2_34b,B,4,0
6926,GABOR-0654,Gabor,ovis2_34b,A,4,0
6927,GABOR-0655,Gabor,ovis2_34b,A,4,0
6928,GABOR-0656,Gabor,ovis2_34b,A,4,0
6929,GABOR-0657,Gabor,ovis2_34b,B,3,0
6930,GABOR-0658,Gabor,ovis2_34b,A,3,0
6931,GABOR-0659,Gabor,ovis2_34b,A,4,0
6932,GABOR-0660,Gabor,ovis2_34b,B,3,0
6933,GABOR-0661,Gabor,ovis2_34b,B,3,0
6934,GABOR-0662,Gabor,ovis2_34b,A,3,0
6935,GABOR-0663,Gabor,ovis2_34b,A,4,0
6936,GABOR-0664,Gabor,ovis2_34b,B,3,0
6937,GABOR-0665,Gabor,ovis2_34b,B,3,0
6938,GABOR-0666,Gabor,ovis2_34b,A,3,0
6939,GABOR-0667,Gabor,ovis2_34b,B,3,0
6940,GABOR-0668,Gabor,ovis2_34b,B,3,0
6941,GABOR-0669,Gabor,ovis2_34b,A,3,0
6942,GABOR-0670,Gabor,ovis2_34b,A,3,0
6943,GABOR-0671,Gabor,ovis2_34b,B,3,0
6944,GABOR-0672,Gabor,ovis2_34b,A,3,0
6945,GABOR-0673,Gabor,ovis2_34b,A,3,0
6946,GABOR-0674,Gabor,ovis2_34b,B,3,0
6947,GABOR-0675,Gabor,ovis2_34b,A,4,0
6948,GABOR-0676,Gabor,ovis2_34b,A,3,0
6949,GABOR-0677,Gabor,ovis2_34b,A,4,0
6950,GABOR-0678,Gabor,ovis2_34b,A,4,0
6951,GABOR-0679,Gabor,ovis2_34b,B,3,0
6952,GABOR-0680,Gabor,ovis2_34b,B,3,0
6953,GABOR-0681,Gabor,ovis2_34b,B,4,0
6954,GABOR-0682,Gabor,ovis2_34b,A,4,0
6955,GABOR-0683,Gabor,ovis2_34b,B,4,0
6956,GABOR-0684,Gabor,ovis2_34b,B,4,0
6957,GABOR-0685,Gabor,ovis2_34b,B,4,0
6958,GABOR-0686,Gabor,ovis2_34b,A,4,0
6959,GABOR-0687,Gabor,ovis2_34b,A,4,0
6960,GABOR-0688,Gabor,ovis2_34b,B,4,0
6961,GABOR-0689,Gabor,ovis2_34b,A,4,0
6962,GABOR-0690,Gabor,ovis2_34b,B,3,0
6963,GABOR-0691,Gabor,ovis2_34b,A,4,0
6964,GABOR-0692,Gabor,ovis2_34b,A,4,0
6965,GABOR-0693,Gabor,ovis2_34b,A,4,0
6966,GABOR-0694,Gabor,ovis2_34b,A,4,0
6967,GABOR-0695,Gabor,ovis2_34b,B,4,0
6968,GABOR-0696,Gabor,ovis2_34b,A,4,0
6969,GABOR-0697,Gabor,ovis2_34b,B,4,0
6970,GABOR-0698,Gabor,ovis2_34b,B,4,0
6971,GABOR-0699,Gabor,ovis2_34b,B,3,0
6972,GABOR-0700,Gabor,ovis2_34b,B,4,0
6973,GABOR-0701,Gabor,ovis2_34b,B,4,0
6974,GABOR-0702,Gabor,ovis2_34b,A,4,0
6975,GABOR-0703,Gabor,ovis2_34b,A,4,0
6976,GABOR-0704,Gabor,ovis2_34b,B,4,0
6977,GABOR-0705,Gabor,ovis2_34b,B,3,0
6978,GABOR-0706,Gabor,ovis2_34b,B,3,0
6979,GABOR-0707,Gabor,ovis2_34b,B,3,0
6980,GABOR-0708,Gabor,ovis2_34b,A,4,0
6981,GABOR-0709,Gabor,ovis2_34b,B,3,0
6982,GABOR-0710,Gabor,ovis2_34b,A,4,0
6983,GABOR-0711,Gabor,ovis2_34b,A,4,0
6984,GABOR-0712,Gabor,ovis2_34b,A,4,0
6985,GABOR-0713,Gabor,ovis2_34b,A,4,0
6986,GABOR-0714,Gabor,ovis2_34b,B,4,0
6987,GABOR-0715,Gabor,ovis2_34b,B,4,0
6988,GABOR-0716,Gabor,ovis2_34b,A,4,0
6989,GABOR-0717,Gabor,ovis2_34b,B,4,0
6990,GABOR-0718,Gabor,ovis2_34b,A,4,0
6991,GABOR-0719,Gabor,ovis2_34b,A,4,0
6992,GABOR-0720,Gabor,ovis2_34b,B,3,0
6993,GABOR-0721,Gabor,ovis2_34b,A,4,0
6994,GABOR-0722,Gabor,ovis2_34b,B,4,0
6995,GABOR-0723,Gabor,ovis2_34b,A,4,0
6996,GABOR-0724,Gabor,ovis2_34b,B,3,0
6997,GABOR-0725,Gabor,ovis2_34b,A,4,0
6998,GABOR-0726,Gabor,ovis2_34b,A,4,0
6999,GABOR-0727,Gabor,ovis2_34b,A,4,0
7000,GABOR-0728,Gabor,ovis2_34b,B,4,0
7001,GABOR-0729,Gabor,ovis2_34b,B,3,0
7002,GABOR-0730,Gabor,ovis2_34b,B,4,0
7003,GABOR-0731,Gabor,ovis2_34b,A,4,0
7004,GABOR-0732,Gabor,ovis2_34b,B,3,0
7005,GABOR-0733,Gabor,ovis2_34b,A,4,0
7006,GABOR-0734,Gabor,ovis2_34b,A,4,0
7007,GABOR-0735,Gabor,ovis2_34b,B,4,0
7008,GABOR-0736,Gabor,ovis2_34b,B,4,0
7009,GABOR-0737,Gabor,ovis2_34b,A,4,0
7010,GABOR-0738,Gabor,ovis2_34b,A,4,0
7011,GABOR-0739,Gabor,ovis2_34b,B,3,0
7012,GABOR-0740,Gabor,ovis2_34b,A,4,0
7013,GABOR-0741,Gabor,ovis2_34b,A,3,1
7014,GABOR-0742,Gabor,ovis2_34b,A,4,0
7015,GABOR-0743,Gabor,ovis2_34b,A,4,0
7016,GABOR-0744,Gabor,ovis2_34b,B,4,0
7017,GABOR-0745,Gabor,ovis2_34b,A,4,0
7018,GABOR-0746,Gabor,ovis2_34b,B,4,0
7019,GABOR-0747,Gabor,ovis2_34b,A,4,0
7020,GABOR-0748,Gabor,ovis2_34b,A,4,0
7021,GABOR-0749,Gabor,ovis2_34b,A,4,1
7022,GABOR-0750,Gabor,ovis2_34b,B,4,0
7023,GABOR-0751,Gabor,ovis2_34b,A,4,0
7024,GABOR-0752,Gabor,ovis2_34b,A,4,0
7025,GABOR-0753,Gabor,ovis2_34b,A,4,0
7026,GABOR-0754,Gabor,ovis2_34b,A,4,0
7027,GABOR-0755,Gabor,ovis2_34b,A,4,0
7028,GABOR-0756,Gabor,ovis2_34b,B,3,0
7029,GABOR-0757,Gabor,ovis2_34b,A,3,1
7030,GABOR-0758,Gabor,ovis2_34b,A,4,0
7031,GABOR-0759,Gabor,ovis2_34b,A,4,0
7032,GABOR-0760,Gabor,ovis2_34b,B,4,0
7033,GABOR-0761,Gabor,ovis2_34b,B,3,0
7034,GABOR-0762,Gabor,ovis2_34b,A,4,0
7035,GABOR-0763,Gabor,ovis2_34b,A,4,0
7036,GABOR-0764,Gabor,ovis2_34b,A,4,0
7037,GABOR-0765,Gabor,ovis2_34b,A,4,0
7038,GABOR-0766,Gabor,ovis2_34b,A,4,0
7039,GABOR-0767,Gabor,ovis2_34b,A,4,0
7040,GABOR-0768,Gabor,ovis2_34b,B,4,0
7041,GABOR-0769,Gabor,ovis2_34b,A,3,0
7042,GABOR-0770,Gabor,ovis2_34b,A,3,0
7043,GABOR-0771,Gabor,ovis2_34b,B,3,0
7044,GABOR-0772,Gabor,ovis2_34b,A,3,0
7045,GABOR-0773,Gabor,ovis2_34b,A,3,0
7046,GABOR-0774,Gabor,ovis2_34b,A,4,0
7047,GABOR-0775,Gabor,ovis2_34b,A,3,0
7048,GABOR-0776,Gabor,ovis2_34b,B,3,0
7049,GABOR-0777,Gabor,ovis2_34b,A,4,0
7050,GABOR-0778,Gabor,ovis2_34b,B,3,0
7051,GABOR-0779,Gabor,ovis2_34b,B,3,0
7052,GABOR-0780,Gabor,ovis2_34b,A,3,0
7053,GABOR-0781,Gabor,ovis2_34b,A,4,0
7054,GABOR-0782,Gabor,ovis2_34b,B,3,0
7055,GABOR-0783,Gabor,ovis2_34b,B,3,0
7056,GABOR-0784,Gabor,ovis2_34b,A,4,0
7057,GABOR-0785,Gabor,ovis2_34b,A,4,0
7058,GABOR-0786,Gabor,ovis2_34b,A,3,0
7059,GABOR-0787,Gabor,ovis2_34b,B,3,0
7060,GABOR-0788,Gabor,ovis2_34b,B,3,0
7061,GABOR-0789,Gabor,ovis2_34b,A,4,0
7062,GABOR-0790,Gabor,ovis2_34b,B,3,0
7063,GABOR-0791,Gabor,ovis2_34b,B,3,0
