trial_id,qid,task,model,difficulty_level,pA,pB,choice,confidence,correct
2091,COLOR-0299,Brightness,qwen2.5-vl-7b,3,0.0673828125,0.93359375,B,3.0,1
2092,COLOR-0300,Brightness,qwen2.5-vl-7b,3,0.032958984375,0.96484375,B,3.0,1
2093,COLOR-0301,Brightness,qwen2.5-vl-7b,3,0.77734375,0.22265625,A,5.0,0
2094,COLOR-0302,Brightness,qwen2.5-vl-7b,3,0.81640625,0.1826171875,A,3.0,0
2095,COLOR-0303,Brightness,qwen2.5-vl-7b,3,0.81640625,0.1826171875,A,3.0,0
2096,COLOR-0304,Brightness,qwen2.5-vl-7b,3,0.73046875,0.26953125,A,3.0,0
2097,COLOR-0305,Brightness,qwen2.5-vl-7b,3,0.62109375,0.376953125,A,3.0,0
2098,COLOR-0306,Brightness,qwen2.5-vl-7b,3,0.46875,0.53125,B,3.0,0
2099,COLOR-0307,Brightness,qwen2.5-vl-7b,3,0.53125,0.46875,A,3.0,1
2100,COLOR-0308,Brightness,qwen2.5-vl-7b,3,0.53125,0.46875,A,3.0,0
2101,COLOR-0309,Brightness,qwen2.5-vl-7b,3,0.65234375,0.34765625,A,3.0,0
2102,COLOR-0310,Brightness,qwen2.5-vl-7b,3,0.73046875,0.26953125,A,3.0,0
2103,COLOR-0311,Brightness,qwen2.5-vl-7b,3,0.796875,0.2021484375,A,3.0,0
2104,COLOR-0312,Brightness,qwen2.5-vl-7b,3,0.77734375,0.22265625,A,3.0,0
2105,COLOR-0313,Brightness,qwen2.5-vl-7b,3,0.053466796875,0.9453125,B,3.0,1
2106,COLOR-0314,Brightness,qwen2.5-vl-7b,3,0.053466796875,0.9453125,B,3.0,1
2107,COLOR-0315,Brightness,qwen2.5-vl-7b,3,0.04736328125,0.953125,B,3.0,1
2108,COLOR-0316,Brightness,qwen2.5-vl-7b,3,0.2021484375,0.796875,B,3.0,1
2109,COLOR-0317,Brightness,qwen2.5-vl-7b,3,0.77734375,0.22265625,A,3.0,0
2110,COLOR-0318,Brightness,qwen2.5-vl-7b,3,0.81640625,0.1826171875,A,3.0,0
2111,COLOR-0319,Brightness,qwen2.5-vl-7b,3,0.53125,0.46875,A,3.0,0
2112,COLOR-0320,Brightness,qwen2.5-vl-7b,3,0.8359375,0.1640625,A,3.0,0
2113,COLOR-0321,Brightness,qwen2.5-vl-7b,3,0.4375,0.5625,B,3.0,0
2114,COLOR-0322,Brightness,qwen2.5-vl-7b,3,0.59375,0.40625,A,3.0,0
2115,COLOR-0323,Brightness,qwen2.5-vl-7b,3,0.3203125,0.6796875,B,3.0,0
2116,COLOR-0324,Brightness,qwen2.5-vl-7b,3,0.40625,0.59375,B,3.0,1
2117,COLOR-0325,Brightness,qwen2.5-vl-7b,3,0.62109375,0.376953125,A,3.0,0
2118,COLOR-0326,Brightness,qwen2.5-vl-7b,3,0.46875,0.53125,B,3.0,1
2119,COLOR-0327,Brightness,qwen2.5-vl-7b,3,0.3203125,0.6796875,B,3.0,1
2120,COLOR-0328,Brightness,qwen2.5-vl-7b,3,0.53125,0.46875,A,3.0,0
2121,COLOR-0329,Brightness,qwen2.5-vl-7b,3,0.0849609375,0.9140625,B,3.0,1
2122,COLOR-0330,Brightness,qwen2.5-vl-7b,3,0.3203125,0.6796875,B,3.0,1
2123,COLOR-0331,Brightness,qwen2.5-vl-7b,3,0.26953125,0.73046875,B,3.0,1
2124,COLOR-0332,Brightness,qwen2.5-vl-7b,3,0.1064453125,0.89453125,B,3.0,1
2125,COLOR-0333,Brightness,qwen2.5-vl-7b,3,0.75390625,0.2451171875,A,3.0,0
2126,COLOR-0334,Brightness,qwen2.5-vl-7b,3,0.6796875,0.3203125,A,3.0,0
2127,COLOR-0335,Brightness,qwen2.5-vl-7b,3,0.53125,0.46875,A,3.0,0
2128,COLOR-0336,Brightness,qwen2.5-vl-7b,3,0.6796875,0.3203125,A,3.0,0
2129,COLOR-0337,Brightness,qwen2.5-vl-7b,3,0.5,0.5,A,3.0,1
2130,COLOR-0338,Brightness,qwen2.5-vl-7b,3,0.62109375,0.376953125,A,3.0,0
2131,COLOR-0339,Brightness,qwen2.5-vl-7b,3,0.4375,0.5625,B,3.0,0
2132,COLOR-0340,Brightness,qwen2.5-vl-7b,3,0.4375,0.5625,B,3.0,1
2133,COLOR-0341,Brightness,qwen2.5-vl-7b,3,0.53125,0.46875,A,3.0,0
2134,COLOR-0342,Brightness,qwen2.5-vl-7b,3,0.65234375,0.34765625,A,3.0,0
2135,COLOR-0343,Brightness,qwen2.5-vl-7b,3,0.6796875,0.3203125,A,3.0,0
2136,COLOR-0344,Brightness,qwen2.5-vl-7b,3,0.65234375,0.34765625,A,3.0,0
2137,COLOR-0345,Brightness,qwen2.5-vl-7b,3,0.0260009765625,0.97265625,B,3.0,1
2138,COLOR-0346,Brightness,qwen2.5-vl-7b,3,0.0849609375,0.9140625,B,3.0,1
2139,COLOR-0347,Brightness,qwen2.5-vl-7b,3,0.09521484375,0.90625,B,3.0,1
2140,COLOR-0348,Brightness,qwen2.5-vl-7b,3,0.0849609375,0.9140625,B,3.0,1
2141,COLOR-0349,Brightness,qwen2.5-vl-7b,3,0.70703125,0.294921875,A,3.0,0
2142,COLOR-0350,Brightness,qwen2.5-vl-7b,3,0.77734375,0.22265625,A,3.0,0
2143,COLOR-0351,Brightness,qwen2.5-vl-7b,3,0.65234375,0.34765625,A,3.0,0
2144,COLOR-0352,Brightness,qwen2.5-vl-7b,3,0.53125,0.46875,A,3.0,0
2145,COLOR-0353,Brightness,qwen2.5-vl-7b,3,0.5625,0.4375,A,3.0,0
2146,COLOR-0354,Brightness,qwen2.5-vl-7b,3,0.53125,0.46875,A,3.0,0
2147,COLOR-0355,Brightness,qwen2.5-vl-7b,3,0.4375,0.5625,B,3.0,0
2148,COLOR-0356,Brightness,qwen2.5-vl-7b,3,0.46875,0.53125,B,3.0,0
2149,COLOR-0357,Brightness,qwen2.5-vl-7b,3,0.77734375,0.22265625,A,3.0,0
2150,COLOR-0358,Brightness,qwen2.5-vl-7b,3,0.75390625,0.2451171875,A,3.0,0
2151,COLOR-0359,Brightness,qwen2.5-vl-7b,3,0.40625,0.59375,B,3.0,1
2152,COLOR-0360,Brightness,qwen2.5-vl-7b,3,0.62109375,0.376953125,A,3.0,0
2153,COLOR-0361,Brightness,qwen2.5-vl-7b,3,0.0673828125,0.93359375,B,3.0,1
2154,COLOR-0362,Brightness,qwen2.5-vl-7b,3,0.1064453125,0.89453125,B,3.0,1
2155,COLOR-0363,Brightness,qwen2.5-vl-7b,3,0.029296875,0.96875,B,3.0,1
2156,COLOR-0364,Brightness,qwen2.5-vl-7b,3,0.0419921875,0.95703125,B,3.0,1
2157,COLOR-0365,Brightness,qwen2.5-vl-7b,3,0.6796875,0.3203125,A,3.0,0
2158,COLOR-0366,Brightness,qwen2.5-vl-7b,3,0.5625,0.4375,A,3.0,0
2159,COLOR-0367,Brightness,qwen2.5-vl-7b,3,0.65234375,0.34765625,A,3.0,0
2160,COLOR-0368,Brightness,qwen2.5-vl-7b,3,0.62109375,0.376953125,A,3.0,0
2161,COLOR-0369,Brightness,qwen2.5-vl-7b,3,0.65234375,0.34765625,A,3.0,0
2162,COLOR-0370,Brightness,qwen2.5-vl-7b,3,0.40625,0.59375,B,3.0,0
2163,COLOR-0371,Brightness,qwen2.5-vl-7b,3,0.5625,0.4375,A,3.0,1
2164,COLOR-0372,Brightness,qwen2.5-vl-7b,3,0.62109375,0.376953125,A,3.0,0
2165,COLOR-0373,Brightness,qwen2.5-vl-7b,3,0.75390625,0.2451171875,A,3.0,0
2166,COLOR-0374,Brightness,qwen2.5-vl-7b,3,0.4375,0.5625,B,3.0,1
2167,COLOR-0375,Brightness,qwen2.5-vl-7b,3,0.65234375,0.34765625,A,3.0,0
2168,COLOR-0376,Brightness,qwen2.5-vl-7b,3,0.75390625,0.2451171875,A,3.0,0
2169,COLOR-0377,Brightness,qwen2.5-vl-7b,3,0.09521484375,0.90625,B,3.0,1
2170,COLOR-0378,Brightness,qwen2.5-vl-7b,3,0.032958984375,0.96484375,B,3.0,1
2171,COLOR-0379,Brightness,qwen2.5-vl-7b,3,0.053466796875,0.9453125,B,5.0,1
2172,COLOR-0380,Brightness,qwen2.5-vl-7b,3,0.037353515625,0.9609375,B,3.0,1
2173,COLOR-0381,Brightness,qwen2.5-vl-7b,3,0.6796875,0.3203125,A,3.0,0
2174,COLOR-0382,Brightness,qwen2.5-vl-7b,3,0.4375,0.5625,B,3.0,1
2175,COLOR-0383,Brightness,qwen2.5-vl-7b,3,0.8359375,0.1640625,A,5.0,0
2176,COLOR-0384,Brightness,qwen2.5-vl-7b,3,0.65234375,0.34765625,A,3.0,0
2177,COLOR-0385,Brightness,qwen2.5-vl-7b,4,0.59375,0.40625,A,3.0,0
2178,COLOR-0386,Brightness,qwen2.5-vl-7b,4,0.62109375,0.376953125,A,3.0,0
2179,COLOR-0387,Brightness,qwen2.5-vl-7b,4,0.5625,0.4375,A,3.0,1
2180,COLOR-0388,Brightness,qwen2.5-vl-7b,4,0.59375,0.40625,A,3.0,0
2181,COLOR-0389,Brightness,qwen2.5-vl-7b,4,0.40625,0.59375,B,3.0,1
2182,COLOR-0390,Brightness,qwen2.5-vl-7b,4,0.59375,0.40625,A,3.0,0
2183,COLOR-0391,Brightness,qwen2.5-vl-7b,4,0.62109375,0.376953125,A,3.0,0
2184,COLOR-0392,Brightness,qwen2.5-vl-7b,4,0.62109375,0.376953125,A,3.0,0
2185,COLOR-0393,Brightness,qwen2.5-vl-7b,4,0.0849609375,0.9140625,B,3.0,1
2186,COLOR-0394,Brightness,qwen2.5-vl-7b,4,0.032958984375,0.96484375,B,3.0,1
2187,COLOR-0395,Brightness,qwen2.5-vl-7b,4,0.09521484375,0.90625,B,3.0,1
2188,COLOR-0396,Brightness,qwen2.5-vl-7b,4,0.04736328125,0.953125,B,3.0,1
2189,COLOR-0397,Brightness,qwen2.5-vl-7b,4,0.6796875,0.3203125,A,3.0,0
2190,COLOR-0398,Brightness,qwen2.5-vl-7b,4,0.90625,0.09521484375,A,5.0,0
2191,COLOR-0399,Brightness,qwen2.5-vl-7b,4,0.8515625,0.1484375,A,5.0,0
2192,COLOR-0400,Brightness,qwen2.5-vl-7b,4,0.5625,0.4375,A,3.0,0
2193,COLOR-0401,Brightness,qwen2.5-vl-7b,4,0.46875,0.53125,B,3.0,0
2194,COLOR-0402,Brightness,qwen2.5-vl-7b,4,0.65234375,0.34765625,A,3.0,0
2195,COLOR-0403,Brightness,qwen2.5-vl-7b,4,0.65234375,0.34765625,A,3.0,0
2196,COLOR-0404,Brightness,qwen2.5-vl-7b,4,0.5625,0.4375,A,3.0,1
2197,COLOR-0405,Brightness,qwen2.5-vl-7b,4,0.75390625,0.2451171875,A,3.0,0
2198,COLOR-0406,Brightness,qwen2.5-vl-7b,4,0.65234375,0.34765625,A,3.0,0
2199,COLOR-0407,Brightness,qwen2.5-vl-7b,4,0.5625,0.4375,A,3.0,0
2200,COLOR-0408,Brightness,qwen2.5-vl-7b,4,0.8359375,0.1640625,A,5.0,0
2201,COLOR-0409,Brightness,qwen2.5-vl-7b,4,0.0849609375,0.9140625,B,3.0,1
2202,COLOR-0410,Brightness,qwen2.5-vl-7b,4,0.037353515625,0.9609375,B,5.0,1
2203,COLOR-0411,Brightness,qwen2.5-vl-7b,4,0.029296875,0.96875,B,5.0,1
2204,COLOR-0412,Brightness,qwen2.5-vl-7b,4,0.06005859375,0.94140625,B,3.0,1
2205,COLOR-0413,Brightness,qwen2.5-vl-7b,4,0.65234375,0.34765625,A,5.0,0
2206,COLOR-0414,Brightness,qwen2.5-vl-7b,4,0.62109375,0.376953125,A,5.0,0
2207,COLOR-0415,Brightness,qwen2.5-vl-7b,4,0.81640625,0.1826171875,A,5.0,0
2208,COLOR-0416,Brightness,qwen2.5-vl-7b,4,0.8515625,0.1484375,A,5.0,0
2209,COLOR-0417,Brightness,qwen2.5-vl-7b,4,0.5,0.5,A,3.0,1
2210,COLOR-0418,Brightness,qwen2.5-vl-7b,4,0.62109375,0.376953125,A,3.0,0
2211,COLOR-0419,Brightness,qwen2.5-vl-7b,4,0.5,0.5,A,3.0,1
2212,COLOR-0420,Brightness,qwen2.5-vl-7b,4,0.46875,0.53125,B,3.0,0
2213,COLOR-0421,Brightness,qwen2.5-vl-7b,4,0.5,0.5,A,3.0,0
2214,COLOR-0422,Brightness,qwen2.5-vl-7b,4,0.75390625,0.2451171875,A,3.0,0
2215,COLOR-0423,Brightness,qwen2.5-vl-7b,4,0.53125,0.46875,A,3.0,0
2216,COLOR-0424,Brightness,qwen2.5-vl-7b,4,0.5,0.5,A,3.0,0
2217,COLOR-0425,Brightness,qwen2.5-vl-7b,4,0.06005859375,0.94140625,B,3.0,1
2218,COLOR-0426,Brightness,qwen2.5-vl-7b,4,0.1328125,0.8671875,B,3.0,1
2219,COLOR-0427,Brightness,qwen2.5-vl-7b,4,0.0673828125,0.93359375,B,3.0,1
2220,COLOR-0428,Brightness,qwen2.5-vl-7b,4,0.0673828125,0.93359375,B,3.0,1
2221,COLOR-0429,Brightness,qwen2.5-vl-7b,4,0.77734375,0.22265625,A,3.0,0
2222,COLOR-0430,Brightness,qwen2.5-vl-7b,4,0.294921875,0.70703125,B,3.0,1
2223,COLOR-0431,Brightness,qwen2.5-vl-7b,4,0.81640625,0.1826171875,A,3.0,0
2224,COLOR-0432,Brightness,qwen2.5-vl-7b,4,0.70703125,0.294921875,A,3.0,0
2225,COLOR-0433,Brightness,qwen2.5-vl-7b,4,0.6796875,0.3203125,A,3.0,0
2226,COLOR-0434,Brightness,qwen2.5-vl-7b,4,0.59375,0.40625,A,3.0,0
2227,COLOR-0435,Brightness,qwen2.5-vl-7b,4,0.53125,0.46875,A,3.0,1
2228,COLOR-0436,Brightness,qwen2.5-vl-7b,4,0.62109375,0.376953125,A,3.0,0
2229,COLOR-0437,Brightness,qwen2.5-vl-7b,4,0.77734375,0.22265625,A,3.0,0
2230,COLOR-0438,Brightness,qwen2.5-vl-7b,4,0.796875,0.2021484375,A,3.0,0
2231,COLOR-0439,Brightness,qwen2.5-vl-7b,4,0.5625,0.4375,A,3.0,0
2232,COLOR-0440,Brightness,qwen2.5-vl-7b,4,0.81640625,0.1826171875,A,3.0,0
2233,COLOR-0441,Brightness,qwen2.5-vl-7b,4,0.09521484375,0.90625,B,3.0,1
2234,COLOR-0442,Brightness,qwen2.5-vl-7b,4,0.0849609375,0.9140625,B,3.0,1
2235,COLOR-0443,Brightness,qwen2.5-vl-7b,4,0.119140625,0.87890625,B,3.0,1
2236,COLOR-0444,Brightness,qwen2.5-vl-7b,4,0.07568359375,0.92578125,B,3.0,1
2237,COLOR-0445,Brightness,qwen2.5-vl-7b,4,0.77734375,0.22265625,A,5.0,0
2238,COLOR-0446,Brightness,qwen2.5-vl-7b,4,0.70703125,0.294921875,A,3.0,0
2239,COLOR-0447,Brightness,qwen2.5-vl-7b,4,0.8359375,0.1640625,A,5.0,0
2240,COLOR-0448,Brightness,qwen2.5-vl-7b,4,0.796875,0.2021484375,A,3.0,0
2241,COLOR-0449,Brightness,qwen2.5-vl-7b,4,0.62109375,0.376953125,A,3.0,0
2242,COLOR-0450,Brightness,qwen2.5-vl-7b,4,0.46875,0.53125,B,3.0,0
2243,COLOR-0451,Brightness,qwen2.5-vl-7b,4,0.40625,0.59375,B,3.0,1
2244,COLOR-0452,Brightness,qwen2.5-vl-7b,4,0.3203125,0.6796875,B,3.0,0
2245,COLOR-0453,Brightness,qwen2.5-vl-7b,4,0.6796875,0.3203125,A,3.0,0
2246,COLOR-0454,Brightness,qwen2.5-vl-7b,4,0.65234375,0.34765625,A,3.0,0
2247,COLOR-0455,Brightness,qwen2.5-vl-7b,4,0.6796875,0.3203125,A,3.0,0
2248,COLOR-0456,Brightness,qwen2.5-vl-7b,4,0.73046875,0.26953125,A,3.0,0
2249,COLOR-0457,Brightness,qwen2.5-vl-7b,4,0.0673828125,0.93359375,B,3.0,1
2250,COLOR-0458,Brightness,qwen2.5-vl-7b,4,0.04736328125,0.953125,B,3.0,1
2251,COLOR-0459,Brightness,qwen2.5-vl-7b,4,0.34765625,0.65234375,B,3.0,1
2252,COLOR-0460,Brightness,qwen2.5-vl-7b,4,0.1826171875,0.81640625,B,3.0,1
2253,COLOR-0461,Brightness,qwen2.5-vl-7b,4,0.376953125,0.62109375,B,3.0,1
2254,COLOR-0462,Brightness,qwen2.5-vl-7b,4,0.04736328125,0.953125,B,3.0,1
2255,COLOR-0463,Brightness,qwen2.5-vl-7b,4,0.40625,0.59375,B,3.0,1
2256,COLOR-0464,Brightness,qwen2.5-vl-7b,4,0.46875,0.53125,B,3.0,1
2257,COLOR-0465,Brightness,qwen2.5-vl-7b,4,0.62109375,0.376953125,A,3.0,0
2258,COLOR-0466,Brightness,qwen2.5-vl-7b,4,0.53125,0.46875,A,3.0,1
2259,COLOR-0467,Brightness,qwen2.5-vl-7b,4,0.40625,0.59375,B,3.0,0
2260,COLOR-0468,Brightness,qwen2.5-vl-7b,4,0.40625,0.59375,B,3.0,0
2261,COLOR-0469,Brightness,qwen2.5-vl-7b,4,0.62109375,0.376953125,A,3.0,0
2262,COLOR-0470,Brightness,qwen2.5-vl-7b,4,0.40625,0.59375,B,3.0,1
2263,COLOR-0471,Brightness,qwen2.5-vl-7b,4,0.75390625,0.2451171875,A,3.0,0
2264,COLOR-0472,Brightness,qwen2.5-vl-7b,4,0.8359375,0.1640625,A,3.0,0
2265,COLOR-0473,Brightness,qwen2.5-vl-7b,4,0.1064453125,0.89453125,B,3.0,1
2266,COLOR-0474,Brightness,qwen2.5-vl-7b,4,0.1064453125,0.89453125,B,3.0,1
2267,COLOR-0475,Brightness,qwen2.5-vl-7b,4,0.1064453125,0.89453125,B,3.0,1
2268,COLOR-0476,Brightness,qwen2.5-vl-7b,4,0.07568359375,0.92578125,B,3.0,1
2269,COLOR-0477,Brightness,qwen2.5-vl-7b,4,0.40625,0.59375,B,3.0,1
2270,COLOR-0478,Brightness,qwen2.5-vl-7b,4,0.796875,0.2021484375,A,3.0,0
2271,COLOR-0479,Brightness,qwen2.5-vl-7b,4,0.62109375,0.376953125,A,3.0,0
2272,COLOR-0480,Brightness,qwen2.5-vl-7b,4,0.81640625,0.1826171875,A,3.0,0
2273,COLOR-0481,Brightness,qwen2.5-vl-7b,4,0.46875,0.53125,B,3.0,0
2274,COLOR-0482,Brightness,qwen2.5-vl-7b,4,0.34765625,0.65234375,B,3.0,0
2275,COLOR-0483,Brightness,qwen2.5-vl-7b,4,0.4375,0.5625,B,3.0,0
2276,COLOR-0484,Brightness,qwen2.5-vl-7b,4,0.5,0.5,A,3.0,1
2277,COLOR-0485,Brightness,qwen2.5-vl-7b,4,0.75390625,0.2451171875,A,3.0,0
2278,COLOR-0486,Brightness,qwen2.5-vl-7b,4,0.119140625,0.87890625,B,3.0,1
2279,COLOR-0487,Brightness,qwen2.5-vl-7b,4,0.2021484375,0.796875,B,3.0,1
2280,COLOR-0488,Brightness,qwen2.5-vl-7b,4,0.65234375,0.34765625,A,3.0,0
2281,COLOR-0489,Brightness,qwen2.5-vl-7b,4,0.07568359375,0.92578125,B,3.0,1
2282,COLOR-0490,Brightness,qwen2.5-vl-7b,4,0.1640625,0.8359375,B,3.0,1
2283,COLOR-0491,Brightness,qwen2.5-vl-7b,4,0.029296875,0.96875,B,3.0,1
2284,COLOR-0492,Brightness,qwen2.5-vl-7b,4,0.0673828125,0.93359375,B,3.0,1
2285,COLOR-0493,Brightness,qwen2.5-vl-7b,4,0.73046875,0.26953125,A,3.0,0
2286,COLOR-0494,Brightness,qwen2.5-vl-7b,4,0.53125,0.46875,A,3.0,0
2287,COLOR-0495,Brightness,qwen2.5-vl-7b,4,0.2451171875,0.75390625,B,3.0,1
2288,COLOR-0496,Brightness,qwen2.5-vl-7b,4,0.70703125,0.294921875,A,3.0,0
2289,COLOR-0497,Brightness,qwen2.5-vl-7b,4,0.75390625,0.2451171875,A,3.0,0
2290,COLOR-0498,Brightness,qwen2.5-vl-7b,4,0.376953125,0.62109375,B,3.0,0
2291,COLOR-0499,Brightness,qwen2.5-vl-7b,4,0.53125,0.46875,A,3.0,1
2292,COLOR-0500,Brightness,qwen2.5-vl-7b,4,0.6796875,0.3203125,A,3.0,0
2293,COLOR-0501,Brightness,qwen2.5-vl-7b,4,0.73046875,0.26953125,A,3.0,0
2294,COLOR-0502,Brightness,qwen2.5-vl-7b,4,0.34765625,0.65234375,B,3.0,1
2295,COLOR-0503,Brightness,qwen2.5-vl-7b,4,0.89453125,0.1064453125,A,3.0,0
2296,COLOR-0504,Brightness,qwen2.5-vl-7b,4,0.796875,0.2021484375,A,3.0,0
2297,COLOR-0505,Brightness,qwen2.5-vl-7b,4,0.032958984375,0.96484375,B,3.0,1
2298,COLOR-0506,Brightness,qwen2.5-vl-7b,4,0.1640625,0.8359375,B,3.0,1
2299,COLOR-0507,Brightness,qwen2.5-vl-7b,4,0.053466796875,0.9453125,B,5.0,1
2300,COLOR-0508,Brightness,qwen2.5-vl-7b,4,0.04736328125,0.953125,B,3.0,1
2301,COLOR-0509,Brightness,qwen2.5-vl-7b,4,0.8671875,0.1328125,A,5.0,0
2302,COLOR-0510,Brightness,qwen2.5-vl-7b,4,0.8671875,0.1328125,A,5.0,0
2303,COLOR-0511,Brightness,qwen2.5-vl-7b,4,0.8515625,0.1484375,A,5.0,0
2304,COLOR-0512,Brightness,qwen2.5-vl-7b,4,0.62109375,0.376953125,A,3.0,0
2305,COLOR-0513,Brightness,qwen2.5-vl-7b,5,0.62109375,0.376953125,A,3.0,0
2306,COLOR-0514,Brightness,qwen2.5-vl-7b,5,0.65234375,0.34765625,A,3.0,0
2307,COLOR-0515,Brightness,qwen2.5-vl-7b,5,0.62109375,0.376953125,A,3.0,0
2308,COLOR-0516,Brightness,qwen2.5-vl-7b,5,0.59375,0.40625,A,3.0,0
2309,COLOR-0517,Brightness,qwen2.5-vl-7b,5,0.53125,0.46875,A,3.0,0
2310,COLOR-0518,Brightness,qwen2.5-vl-7b,5,0.8671875,0.1328125,A,3.0,0
2311,COLOR-0519,Brightness,qwen2.5-vl-7b,5,0.90625,0.09521484375,A,3.0,0
2312,COLOR-0520,Brightness,qwen2.5-vl-7b,5,0.4375,0.5625,B,3.0,1
2313,COLOR-0521,Brightness,qwen2.5-vl-7b,5,0.119140625,0.87890625,B,3.0,1
2314,COLOR-0522,Brightness,qwen2.5-vl-7b,5,0.119140625,0.87890625,B,3.0,1
2315,COLOR-0523,Brightness,qwen2.5-vl-7b,5,0.09521484375,0.90625,B,3.0,1
2316,COLOR-0524,Brightness,qwen2.5-vl-7b,5,0.037353515625,0.9609375,B,3.0,1
2317,COLOR-0525,Brightness,qwen2.5-vl-7b,5,0.8515625,0.1484375,A,5.0,0
2318,COLOR-0526,Brightness,qwen2.5-vl-7b,5,0.65234375,0.34765625,A,5.0,0
2319,COLOR-0527,Brightness,qwen2.5-vl-7b,5,0.8359375,0.1640625,A,5.0,0
2320,COLOR-0528,Brightness,qwen2.5-vl-7b,5,0.65234375,0.34765625,A,3.0,0
2321,COLOR-0529,Brightness,qwen2.5-vl-7b,5,0.5,0.5,A,3.0,1
2322,COLOR-0530,Brightness,qwen2.5-vl-7b,5,0.6796875,0.3203125,A,3.0,0
2323,COLOR-0531,Brightness,qwen2.5-vl-7b,5,0.5,0.5,A,3.0,1
2324,COLOR-0532,Brightness,qwen2.5-vl-7b,5,0.5625,0.4375,A,3.0,1
2325,COLOR-0533,Brightness,qwen2.5-vl-7b,5,0.62109375,0.376953125,A,3.0,0
2326,COLOR-0534,Brightness,qwen2.5-vl-7b,5,0.53125,0.46875,A,3.0,0
2327,COLOR-0535,Brightness,qwen2.5-vl-7b,5,0.46875,0.53125,B,3.0,1
2328,COLOR-0536,Brightness,qwen2.5-vl-7b,5,0.87890625,0.119140625,A,5.0,0
2329,COLOR-0537,Brightness,qwen2.5-vl-7b,5,0.0419921875,0.95703125,B,3.0,1
2330,COLOR-0538,Brightness,qwen2.5-vl-7b,5,0.5,0.5,A,3.0,0
2331,COLOR-0539,Brightness,qwen2.5-vl-7b,5,0.119140625,0.87890625,B,3.0,1
2332,COLOR-0540,Brightness,qwen2.5-vl-7b,5,0.06005859375,0.94140625,B,5.0,1
2333,COLOR-0541,Brightness,qwen2.5-vl-7b,5,0.40625,0.59375,B,3.0,1
2334,COLOR-0542,Brightness,qwen2.5-vl-7b,5,0.5625,0.4375,A,5.0,0
2335,COLOR-0543,Brightness,qwen2.5-vl-7b,5,0.8359375,0.1640625,A,5.0,0
2336,COLOR-0544,Brightness,qwen2.5-vl-7b,5,0.796875,0.2021484375,A,5.0,0
2337,COLOR-0545,Brightness,qwen2.5-vl-7b,5,0.5,0.5,A,3.0,1
2338,COLOR-0546,Brightness,qwen2.5-vl-7b,5,0.46875,0.53125,B,3.0,0
2339,COLOR-0547,Brightness,qwen2.5-vl-7b,5,0.6796875,0.3203125,A,3.0,0
2340,COLOR-0548,Brightness,qwen2.5-vl-7b,5,0.4375,0.5625,B,3.0,0
2341,COLOR-0549,Brightness,qwen2.5-vl-7b,5,0.1826171875,0.81640625,B,3.0,1
2342,COLOR-0550,Brightness,qwen2.5-vl-7b,5,0.40625,0.59375,B,3.0,1
2343,COLOR-0551,Brightness,qwen2.5-vl-7b,5,0.4375,0.5625,B,3.0,1
2344,COLOR-0552,Brightness,qwen2.5-vl-7b,5,0.46875,0.53125,B,3.0,1
2345,COLOR-0553,Brightness,qwen2.5-vl-7b,5,0.053466796875,0.9453125,B,3.0,1
2346,COLOR-0554,Brightness,qwen2.5-vl-7b,5,0.0849609375,0.9140625,B,3.0,1
2347,COLOR-0555,Brightness,qwen2.5-vl-7b,5,0.06005859375,0.94140625,B,3.0,1
2348,COLOR-0556,Brightness,qwen2.5-vl-7b,5,0.09521484375,0.90625,B,3.0,1
2349,COLOR-0557,Brightness,qwen2.5-vl-7b,5,0.5625,0.4375,A,3.0,0
2350,COLOR-0558,Brightness,qwen2.5-vl-7b,5,0.1826171875,0.81640625,B,3.0,1
2351,COLOR-0559,Brightness,qwen2.5-vl-7b,5,0.8359375,0.1640625,A,3.0,0
2352,COLOR-0560,Brightness,qwen2.5-vl-7b,5,0.70703125,0.294921875,A,5.0,0
2353,COLOR-0561,Brightness,qwen2.5-vl-7b,5,0.6796875,0.3203125,A,3.0,0
2354,COLOR-0562,Brightness,qwen2.5-vl-7b,5,0.376953125,0.62109375,B,3.0,0
2355,COLOR-0563,Brightness,qwen2.5-vl-7b,5,0.46875,0.53125,B,3.0,0
2356,COLOR-0564,Brightness,qwen2.5-vl-7b,5,0.3203125,0.6796875,B,3.0,0
2357,COLOR-0565,Brightness,qwen2.5-vl-7b,5,0.8515625,0.1484375,A,3.0,0
2358,COLOR-0566,Brightness,qwen2.5-vl-7b,5,0.8515625,0.1484375,A,3.0,0
2359,COLOR-0567,Brightness,qwen2.5-vl-7b,5,0.376953125,0.62109375,B,3.0,1
2360,COLOR-0568,Brightness,qwen2.5-vl-7b,5,0.8671875,0.1328125,A,3.0,0
2361,COLOR-0569,Brightness,qwen2.5-vl-7b,5,0.119140625,0.87890625,B,3.0,1
2362,COLOR-0570,Brightness,qwen2.5-vl-7b,5,0.1640625,0.8359375,B,3.0,1
2363,COLOR-0571,Brightness,qwen2.5-vl-7b,5,0.04736328125,0.953125,B,3.0,1
2364,COLOR-0572,Brightness,qwen2.5-vl-7b,5,0.2451171875,0.75390625,B,3.0,1
2365,COLOR-0573,Brightness,qwen2.5-vl-7b,5,0.796875,0.2021484375,A,3.0,0
2366,COLOR-0574,Brightness,qwen2.5-vl-7b,5,0.1826171875,0.81640625,B,3.0,1
